Bridge Number According to Zucchetta,Bridge Name,Bridge Code,Canal Width (m),ID,Year Constructed,Date of Last Restoration,Year of Last Restoration,Time of Survey (24:00),Date of Survey,Survey Incomplete?,Private Bridge?,Address,Address Letter,Number of Street Address On Bridge,Street Addresses on Bridge,Canal Crossed,Segment Code,Northern Island Number,Southern Island Number,Northern Sestiere Code,Name of Northern Sestiere,Southern Sestiere Code,Name of Southern Sestiere,Number of Arches,Arch Style Code,Arch Style,Crooked Bridge?,Handicapped Accessible?,Number of Ramps,Construction Material Code,Construction Material,Numerical Condition of Bridge,Qualitative Condition of Bridge,Decorations,Numerical Condition of Decorations,Qualitative Condition of Decorations,Number of Northern Steps,Number of Southern Steps,Total Number of Steps,Height of Step (cm),Code for Material of Step Face,Face Material,Conditions of the Step Face,Description of Step Face Conditions,Step Depth (cm),Step Pavement Material Code,Step Pavement Material,Numerical Condition of Step Pavement Material,Qualitative Condition of Step Pavement Material,Minimum Step Width (m),Step Surface (Min),Total Surface Area of Steps (m^2) ,Material Code of Summit Pavement,Material of Summit Pavement,Numerical Condition of Summit Pavement,Qualitative Condition of Summit Pavement,Full Width Including Railings (m),Net Width of Bridge (m),Width of Summit (m),Length of Summit (m),Surface Area of Summit (m^2),Total Surface Area of Pavement (m^2),Surface Area From Map,Estimated Surface Area,Hypotenuse North (deg),Hypotenuse South (deg),N Cathetus (deg),S Cathetus (deg),Inclination North (deg),Inclination South (deg),Maximum Inclination (deg),Code for railing type,Type of Railing,Code for the material of the rail,Railing Material,Railing condition,Qualitative condition of Railing,Width of Eastern Railing (cm),Width of Western Railing (cm),Average railing width (cm),Average Height of Railing (m),Additional Handrail?,Protrusion North (m),Protrusion South (m),Span (m),Tide Level (m),Water level (cm),Height 1m North (m),Height Center (m),Height 1m South (m),Minimum Height (m),Average Height (m),Ratio of Span to Height,Thickness 2m North Of Center (m),Thickness 1m North Of Center (m),Central Thickness (m),Thickness 1m South of Center (m),Thickness 2m South of Center (m),Minimum Thickness (m),SE-N2,SE-N1,SE-C,SE-S1,SE-S2,H-N2,H-C,H-S2,SI-N2,SI-N1,SI-C,SI-S1,SI-S2,Photo Number of Arch,Photo Number of Ramp,Photo Number of Reference Elevation Point,Reference to CAD Drawings,Latitude,Longitude,Notes,History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Ponte Cavagnis,CAVAGN,7.99,112,,,,12:05,18-Jan-99,FALSE,FALSE,,,0,,Rio de S. Severo                                            ,SEVE1     ,74,76,CS,Castello            ,CS,Castello            ,1,6,Sesto Ribassato,FALSE,FALSE,2,14,Mattoni e Pietra d'Istria,3,Buone,"quattro bugne ad est, quattro bugne ad ovest",2,Medie,10,11,21,13.5,2,Pietra d'Istria,3,Buone,40,3,Trachite,3,Buone,2.5,1.00,21.00,3,Trachite,3,Buone,3.14,3.04,2.54,1.88,4.78,25.78,27.10,26.44,4.25,4.7,0,0,0,0,0,3,Vuoto Decorato,6,Metallo,1,Cattive,5,5,5.00,1.06,FALSE,0.5,0.15,7.34,0.44,,2.28,2.42,2.26,2.26,2.32,3.25,0.45,0.44,0.43,0.48,0.55,0.43,1.5,1.54,1.41,1.58,1.61,3.38,3.39,3.4,1.05,1.1,0.98,1.1,1.06,G22,G23,,,45.4378456,12.3425529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Ponte Novo de S.Severo,NOVOSEV,10.42,111,,,,11:00,21-Jan-99,FALSE,FALSE,,,0,,Rio de S. Severo                                            ,SEVE2     ,76,79,CS,Castello            ,CS,Castello            ,1,6,Sesto Ribassato,FALSE,FALSE,2,14,Mattoni e Pietra d'Istria,2,Medie,"nove  quadrati in pietra d""istria sulle arcate",3,Buone,12,11,23,15,2,Pietra d'Istria,3,Buone,37.5,3,Trachite,3,Buone,2.37,0.89,20.44,3,Trachite,3,Buone,2.92,2.38,2.37,3.86,9.15,29.59,34.70,32.14,4.3,4.5,0,0,0,0,0,1,Piena,14,Mattoni e Pietra d'Istria,1,Cattive,27,27,27.00,0.92,TRUE,0.09,0.24,10.09,0.28,,2.45,2.53,2.43,2.43,2.47,4.15,0.54,0.52,0.45,0.53,0.59,0.45,1.55,1.39,1.33,1.4,1.58,3.56,3.58,3.55,1.01,0.87,0.88,0.87,0.99,A14,A15,,,45.4368896,12.3427034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Ponte S. Severo,SEVERO,6.52,110,,01-Jan-92,8,11:07,21-Jan-99,FALSE,FALSE,,,0,,Rio de S. Severo                                            ,SEVE2     ,76,79,CS,Castello            ,CS,Castello            ,1,6,Sesto Ribassato,FALSE,FALSE,2,14,Mattoni e Pietra d'Istria,3,Buone,,,,10,10,20,13,2,Pietra d'Istria,2,Medie,45,3,Trachite,3,Buone,1.74,0.78,15.66,3,Trachite,3,Buone,2.86,2.78,2.26,2.47,5.58,21.24,38.40,29.82,6.8,6.2,0,0,0,0,0,3,Vuoto Decorato,6,Metallo,3,Buone,4,4,4.00,0.99,FALSE,0,0,6.52,0.3,,2.35,2.44,2.22,2.22,2.34,2.94,0.62,0.56,0.49,0.70,0.80,0.49,1.62,1.53,1.47,1.67,1.82,3.58,3.61,3.59,1,0.97,0.98,0.97,1.02,A16,A17,,,45.4361805,12.3432549,,". The church of S. Severo willed erected by the family Partecipazia in 820. It was under the dependence of the nuns of S. Lorenzo and more oftentimes tried in vain to break free. Engulfed in flames in 1105, it was rebuilt and then restored later. Ufficiavasi 4 chaplains, which they had the care of souls one per week. In 1808 it was closed, he served for some time as a shelter of the workers of the House of Industry of S. Lorenzo, and afterwards as a workshop of a carpenter. Finally atterrossi in 1829, and its area is erected above the political prisons. Much named in the ancient cards is ""Beat S. Severus', which, according to some, was named after the beat that made waves over an embankment near, but according to others, from the competition of the people usually attend this site to bring to the markets of Olivolo or Castle, being a close and time uncomfortable ""the Riva degli Schiavoni.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Ponte Cappello,CAPPEL,5.61,109,,,,12:17,18-Jan-99,FALSE,FALSE,,,0,,Rio de la Tetta                                             ,TETT2     ,75,76,CS,Castello            ,CS,Castello            ,1,4,Sesto Acuto,FALSE,FALSE,2,15,"Mattoni, Intonaco e Pietra d'Istria",3,Buone,"tre scudi e due ciuffi a ovest, due ciuffi a est",2,Medie,12,7,19,13.5,2,Pietra d'Istria,3,Buone,32,3,Trachite,3,Buone,1,0.32,6.08,3,Trachite,3,Buone,2.62,2.54,2.12,2.42,5.13,11.21,23.50,17.36,1.38,3.85,0,0,0,0,0,3,Vuoto Decorato,6,Metallo,2,Medie,4,4,4.00,0.97,FALSE,1.2,0.3,4.11,0.4,,2.86,3.03,2.78,2.78,2.89,1.48,0.58,0.49,0.25,0.56,0.70,0.25,1.61,1.38,1.22,1.48,1.74,3.84,3.85,3.86,1.03,0.89,0.97,0.92,1.04,G21,G24,,,45.4375255,12.3439672,Intarsio in pietra d'Istria sulla sommita'. Presenza di un cavo elettrico.  I primi nove scalini della rampa nord sono in pietra d'Istria. Presenza di una seconda rampa nord da 3.17 m.,"to S. John Lateran. From the city of Capua, say the chroniclers, many families went to Rome, and among these, the Capuelli, said afterwards Hat, who were admitted to Roman citizenship, but later, having been proscribed by the triumvirs, he removed to Padua, and there at the time of Attila, in Venice, where they were aggregated to the nobility in 1297. Although this family can count on in an ecclesiastical career Peter bishop of Cremona in 1362, and a Benedict Archbishop of Zadar in 1639, in a literary Bernardo, good poet, who appointed is found in the ""Orlando Furioso"" of Ariosto, and in the civil magistrates several distinct However shone more in military enterprises. Among many brave warriors will remember that in 1462 and 1465 that Victor was Generalissimo of the Venetians against the Turks, reporting and signal victories, died of grief in 1466, on account of having been beaten by the enemy, he had to care for relatives, a ' honorable monument on the door of the church of S. Elena island. Even a hat Nicholas defeated the Turks at various meetings, preserved Cyprus in 1487 by hostile insults, and in 1490 was reduced to Paros with other places Veneta obedience. Do not forget that last Vincenzo Cappello, five times the general sea, in which the expenditure was built in 1541, the facade of the church of S. Maria Formosa, concerning the ""Bridge of the Bands."" There you can see still the urn and the statue of the hero, while the fa�ade risguardante the Field, built for another testament of Vincenzo Cappello in 1604, ammiransi the busts of other significant actors in the family. Yea it produced the famous White, Grand Duchess of Tuscany died, and gave his name to more than one path of Venice. A branch of the same lived in S. John Lateran in a building adorned of her coat of arms, and appointed by Sansovino in his 'Venice', and from BOSCHINI in the ""Rich Minere of Venetian Painting."" The latter author writes that after the church of St. John Lateran ""is Casa Capella, the courtyard of which is all painted by the school of Zilotti.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Ponte Tetta,TETTA,7.35,108,,,,11:50,18-Jan-99,FALSE,FALSE,,,1,6378,Rio de la Tetta                                             ,SEVE1     ,75,74,CS,Castello            ,CS,Castello            ,1,7,Sesto Super Ribassato,FALSE,FALSE,2,14,Mattoni e Pietra d'Istria,3,Buone,quattro bugne ad est quattro bugne ad ovest,2,Medie,7,10,17,12,2,Pietra d'Istria,3,Buone,45,8,Asfalto,1,Cattive,1.45,0.65,11.09,8,Asfalto,1,Cattive,4.52,4.42,3.92,3,11.76,22.85,47.90,35.38,4.2,5.6,0,0,0,0,0,3,Vuoto Decorato,6,Metallo,2,Medie,5,5,5.00,0.99,FALSE,1.3,0.15,5.9,0.48,,2.13,2.26,2.16,2.13,2.18,2.77,0.81,0.64,0.52,0.59,0.59,0.52,1.78,1.6,1.48,1.55,1.67,3.25,3.26,3.23,0.97,0.96,0.96,0.96,1.08,G17,G20,,,45.4380795,12.3425826,,"�to S. John Lateran. The family was noble Tetta of Sibenik, and boasts among its glories that Giacinto who, having valiantly fought in Poland as a colonel, was by King John III the title of marquis with feudal jurisdiction, given by graduating in Warsaw March 26, 1683. Lawrence, his brother, the first transplanted the family from Sibenik in Venice about the year 1611. He waited a merchant, and in 1636 presented to petition '""Avogaria"" because ""Marchi�"" and ""Z. Nicholas' sons with him were approved originarii citizens. The two brothers got grace, and ""brand"" you saw well coated with the descendants of the marquis title, granted to his uncle Hyacinth, qualification recognized by the Republic October 2, 1683. This ""mark"" Big Boob Guardian was the arch of S. Rocco and hospitable Governor of Beggars, in whose church poses grave to him, his wife and Catterina posterity, with the date of 1693. Another aggregation citizenship were in 1718 Lorenzo, Francesco Antonio, G. Domenico Giacinto and Alvise Tetta, the sons of 'mark', all of whom then lived in the parish of St. M. Formosa, namely S. John Lateran in ""Callesella goes to Rainbow Bridge of Ca 'Tit'. The tenement which they hold is what it is at that point where the ""Rio del Pestrin 'divides it' two streams of S. John Lateran.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Ponte Muazzo,MUAZZO,6.39,107,,01-Jan-99,1,12:35,18-Jan-99,FALSE,FALSE,,,0,,Rio de S. Giovanni Laterano                                 ,LATE1     ,66,75,CS,Castello            ,CS,Castello            ,1,6,Sesto Ribassato,FALSE,FALSE,2,14,Mattoni e Pietra d'Istria,3,Buone,cinque intarsi,2,Medie,12,9,21,14,2,Pietra d'Istria,3,Buone,38.5,3,Trachite,3,Buone,1.92,0.74,15.52,3,Trachite,3,Buone,2.59,1.99,2.04,1.8,3.67,19.20,32.30,25.75,6.15,3.9,0,0,0,0,0,1,Piena,14,Mattoni e Pietra d'Istria,3,Buone,30,30,30.00,0.91,FALSE,1.77,0,4.62,0.33,,2.47,2.58,2.42,2.42,2.49,1.91,0.42,0.38,0.44,0.45,0.51,0.38,1.32,1.33,1.31,1.4,1.41,3.47,3.56,3.49,0.9,0.95,0.87,0.95,0.9,G26,G25,,,45.4380332,12.3441206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Ponte Privato va al civico 6396,LATE1_P1,6.88,106,,01-Jan-99,1,12:04,21-Dec-99,FALSE,TRUE,6396,,1,6396,Rio de S. Giovanni Laterano                                 ,LATE1     ,66,75,CS,Castello            ,CS,Castello            ,1,6,Sesto Ribassato,FALSE,FALSE,2,14,Mattoni e Pietra d'Istria,4,Ottime,,,,5,7,12,16,2,Pietra d'Istria,4,Ottime,31,3,Trachite,4,Ottime,2.42,0.75,9.00,3,Trachite,4,Ottime,3.02,2.42,2.42,2.57,6.22,15.22,27.90,21.56,3.25,4.1,0,0,0,0,0,1,Piena,14,Mattoni e Pietra d'Istria,4,Ottime,30,30,30.00,0.85,FALSE,0,0,6.88,0.49,,2.46,2.65,2.56,2.46,2.56,2.80,0.54,0.55,0.44,0.49,0.51,0.44,1.33,1.43,1.26,1.38,1.37,3.4,3.42,3.45,0.79,0.88,0.82,0.89,0.86,G19,D9,,,45.4381772,12.3434392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Ponte de l'Ospedaletto,OSPEDA,5.96,105,,01-Jan-99,1,11:49,21-Dec-99,FALSE,FALSE,,,0,,Rio de S. Giovanni Laterano                                 ,LATE1     ,66,75,CS,Castello            ,CS,Castello            ,1,3,Policentrico,FALSE,FALSE,2,14,Mattoni e Pietra d'Istria,4,Ottime,,,,10,7,17,13,2,Pietra d'Istria,3,Buone,44,3,Trachite,3,Buone,1.56,0.69,11.67,3,Trachite,4,Ottime,3.1,3.02,2.59,1.94,5.02,16.69,23.80,20.25,2.37,3.18,0,0,0,0,0,3,Vuoto Decorato,6,Metallo,2,Medie,4,4,4.00,0.93,FALSE,0.35,2.17,3.44,0.55,,2.26,2.43,2.25,2.25,2.31,1.53,0.76,0.61,0.44,0.64,0.78,0.44,1.74,1.49,1.34,1.54,1.78,3.2,3.22,3.24,0.98,0.88,0.9,0.9,1,G16,G18,,,45.438318,12.3427467,,"�Saints John and Paul. This small hospital, or small hospital, was founded in 1527 by the surgeon Gualtieri in a place that was called the military exertions by ""Target."" Here gathered the sick, and after a fair famine they had multiplied enormously in our city, and afterwards they were joined by orphans. Very deserving of the pious place became S. Jerome Miani, and also, as it is known, S. Ignatius Loyola. The adjoining church, built in L528 under the title of S. Maria dei Derelitti, was rebuilt in 1674 for bonded Bartolammeo Carnioni, haberdasher in ""haberdashery S. Savior ""in the name of the Ostrich, on the design of Baldassare Longhena, who shall overloaded the facade of marble and sculptures. The hospitable, also rebuilt on the design of Matteo Lucchesi, lasted until 1807, when it was reduced to a House of Refuge for old men and needy and helpless. In our time had a magnification. Now, for the new path laid behind the apse of the church of Santi Giovanni e Paolo, the ""Sottoportico and Calle dell'Ospedaletto"" were closed. He says that once a chronicle ""It contained the brand all'Ospedaletto Santi Giovanni e Paolo in the house on which starts to San Marco."" The Gallicciolli, remembering that even in 'its time you had a free home minister brand, believes that there is minted coins eroded, or ""maggiorine,"" that is mixed with copper. But it is certain that there is only melted the gold attendant to the mint, since the description of the Contrada di Santa Maria Formosa 1661 marks around the pel '""Ospedaletto"" the ""Foundry of the brand,"" as well as the homes of Thomas Premuda, Lattanzio Zucconi, and Alessandro Rizzo, granted to them ""for loading the foundry."" And ""Notatori of Gradenigo"" so they say in the May 15, 1771: ""Reduced falling outside the walls of the enclosure where the public is purified and refined gold attendant to the minting of coins varied in proportion to the weight of similar metal, ordered the Their Excellencies Superintendents Above the Mint that are completely renovated and remittances, ristaurando also full of very prejudiced et infracidito. "" This situation, adjacent to Riding behind the church of Santi Giovanni e Paolo, is not far from Fondamente Nuove.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Ponte dei Consafelzi,CFELZI,10.68,104,,01-Jan-99,1,11:24,21-Dec-99,FALSE,FALSE,,,0,,Rio del Pestrin                                             ,PEST1     ,66,74,CS,Castello            ,CS,Castello            ,1,7,Sesto Super Ribassato,FALSE,TRUE,2,6,Metallo,4,Ottime,Sette intarsi sui lati delle spallette ovest ed est,4,Ottime,11,11,22,12,6,Metallo,4,Ottime,46,3,Trachite,4,Ottime,2.66,1.22,26.92,3,Trachite,4,Ottime,2.96,2.82,2.82,3.3,9.31,36.23,35.20,35.71,5.48,5.48,0,0,0,0,0,3,Vuoto decorato,6,Metallo,4,Ottime,7,7,7.00,0.91,FALSE,0.4,0,10.28,0.62,,2.62,2.69,2.64,2.62,2.65,3.92,0.33,0.46,0.44,0.46,0.33,0.33,1.31,1.32,1.3,1.32,1.31,3.32,3.37,3.34,0.98,0.86,0.86,0.86,0.98,G15,D8,,,45.4383493,12.3421136,Corrimano con sommit� est ed ovest con scritta: Fonderia Collalto. Due civici.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Ponte Minich,MINICH,8.86,103,,01-Jan-98,2,11:18,18-Jan-99,FALSE,FALSE,,,0,,Rio del Pestrin                                             ,PEST1     ,66,74,CS,Castello            ,CS,Castello            ,1,6,Sesto Ribassato,FALSE,FALSE,2,14,Mattoni e Pietra d'Istria,3,Buone,"uno scudo ad est, uno scudo ad ovest",3,Buone,12,10,22,13,2,Pietra d'Istria,3,Buone,39,3,Trachite,3,Buone,2.47,0.96,21.19,3,Trachite,3,Buone,3.15,2.55,2.57,2.87,7.38,28.57,32.90,30.73,5.58,4.23,0,0,0,0,0,1,Piena,14,Mattoni e Pietra d'Istria,3,Buone,30,30,30.00,0.95,TRUE,0.45,0.5,7.91,0.55,,2.35,2.44,2.32,2.32,2.37,3.41,0.37,0.43,0.42,0.46,0.42,0.37,1.36,1.38,1.3,1.41,1.41,3.18,3.19,3.18,0.99,0.95,0.88,0.95,0.99,G13,G14,,,45.438418,12.3416262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Ponte Borgoloco,BORGOL,8.14,102,,,,14:10,21-Jan-99,FALSE,FALSE,,,0,,Rio del Pestrin                                             ,PEST2     ,73,74,CS,Castello            ,CS,Castello            ,1,6,Sesto Ribassato,FALSE,FALSE,2,14,Mattoni e Pietra d'Istria,3,Buone,tre scudi sul lato ovest,2,Medie,14,12,26,12.5,2,Pietra d'Istria,3,Buone,44.5,3,Trachite,3,Buone,1.9,0.85,21.98,3,Trachite,3,Buone,2.48,2.40,2.29,3.11,7.12,29.10,35.90,32.50,7.6,6.36,0,0,0,0,0,3,Vuoto Decorato,6,Metallo,3,Buone,4,4,4.00,0.95,TRUE,0.6,0.5,7.04,0.22,,2.57,2.67,2.49,2.49,2.58,2.83,0.81,0.62,0.55,0.69,0.90,0.55,1.78,1.57,1.49,1.64,1.84,3.92,3.94,3.91,0.97,0.95,0.94,0.95,0.94,A34,A35,,,45.4379538,12.3405628,,"to S. Maria Formosa. We find in Venice ""a Borgoloco 'in S. Maria Formosa, and another in S. Lorenzo. He wants the Gallicciolli that in these sites in ancient times there were many albergherie, and that the name of ""Borgoloco"" is originated from the Venetian phrase ""tegnir one spot and fire,"" that is, ""keep it in your home, keep it at his own expense"" (in French: ""defrayer, fournir aux frais"").,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At the foot of the ""Bridge Borgoloco,"" on the wall of a house already owned by Donato, or Dona, scorgevasi the miraculous image of the Virgin, transported in 1612 by Cardinal Francesco Vendramino in the church of S. Maria Formosa, and located on the altar of Donato. See the inscription referred to the 'capital' at the Bridge, and in the church at the altar suaccennato.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The house itself was the seat later dell'Uffizio Lotto, which in 1734 was taken into contract for a decade. This is the reason why the 'Bridge Borgoloco ""also commonly is called"" Enterprise. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Ponte Preti,PRETI,8.87,101,,,,12:30,21-Jan-99,FALSE,FALSE,,,0,,Rio del Pestrin                                             ,MOND2     ,73,74,CS,Castello            ,CS,Castello            ,1,6,Sesto Ribassato,FALSE,FALSE,2,14,Mattoni e Pietra d'Istria,2,Medie,tre scudi sul lato est,2,Medie,10,12,22,13,2,Pietra d'Istria,1,Cattive,45,3,Trachite,3,Buone,2.07,0.93,20.49,3,Trachite,3,Buone,2.9,2.34,2.35,2.92,6.86,27.36,38.00,32.68,5.9,7.4,0,0,0,0,0,1,Piena,14,Mattoni e Pietra d'Istria,1,Cattive,28,28,28.00,0.82,FALSE,0,0,8.87,0.38,,2.43,2.57,2.45,2.43,2.48,3.65,0.51,0.56,0.48,0.55,0.67,0.48,1.43,1.36,1.25,1.34,1.49,3.41,3.44,3.41,0.92,0.8,0.77,0.79,0.82,B2,B1,,,45.4375433,12.3401106,,"�to S. Maria Formosa. From the houses chapter of the church of S. Maria Formosa. On a wall at this bridge scorgesi engaged Roman sepulchral urn, which on the one hand bears a sculpture, and on the other the inscription: L. Statio Sabi, Fausto, Et Nataline, L. Statius Prudens, Conliberto, V F. From the houses chapter members said ""the Priests' other streets of Venice. And 'well known that every parish church had its own chapter or college presbytery, and that each chapter had some houses granted titrated by the piety of the faithful lest, staying in them, they could always be prepared for the needs of the church and the parish. This reason is clearly explained in the words of the Synod of Patriarch Egidio (1296 comandasi where the titrated dwell in their houses, and sleep at night, ""he propter locorum distantiam, ecclesiae debitis clericorum Ministeriis defraudentur."" Every titrated then had to keep in good order the house that venivagli delivered to residence, which would solevasi dinotare glue sentence of having to keep ""in height,"" phrase used in our day, saying he was ""in Conzo and in full."" In process of time, however, the titrated emancipated themselves sometimes from the obligation to live in the houses above, whereupon we find in 1510 ordered by the patriarch Contarini that ""houses made of the goods of the church Sieno only inhabited and considered by those to whom they belong, and that use that are destined. What if those to which you do not live there, the other ministers suitable and canonice ordered the dress. If you will be leased, the pros go under renovation, convenient to the church, and are distributed among the ministers quotidie inservientes. ""Yea sometimes happened that gave titrated their homes with a rent to families vicious, and even prostitutes, abuse who sought to eradicate the Patriarch Giovanni Trevisan in his first synod held in the year 1564.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Ponte del Pistor,PISTOR,5.45,100,,,,14:40,21-Jan-99,FALSE,FALSE,,,0,,Rio del Piombo                                              ,PIOM2     ,72,78,CS,Castello            ,CS,Castello            ,1,6,Sesto Ribassato,FALSE,FALSE,2,14,Mattoni e Pietra d'Istria,1,Cattive,tre scudi sul lato ovest,2,Medie,7,8,15,11,2,Pietra d'Istria,2,Medie,48.5,30,Trachite e Asfalto,2,Medie,1.56,0.76,11.35,8,Asfalto,1,Cattive,4.95,4.87,4.23,2.52,10.66,22.01,32.50,27.25,3.5,3.9,0,0,0,0,0,3,Vuoto Decorato,6,Metallo,2,Medie,4,4,4.00,0.93,FALSE,0.25,0.5,4.7,0.12,,2.02,2.15,1.89,1.89,2.02,2.49,0.63,0.49,0.36,0.57,0.89,0.36,1.61,1.38,1.25,1.47,1.87,3.28,3.28,3.24,0.98,0.89,0.89,0.9,0.98,B5,B4,,,45.438028,12.3384167,,"�San Lio. Appiedi of this bridge from the shop prestinaio no longer exists. It was once called 'ca' Mocenigo 'grandiose palace for one's neighbor, which originally belonged to Kelso, which was tied by Tommaso Cavazza in 1461 the Brotherhood of Charity, that this was sold in 1487 to Michael Foscari (which the family belongs the coat of arms on the shaft of the inner court sculptor, and finally passed into a branch of the Mocenigo, known as ""the Pearl"", ""from Zogie""; or to ""from Buso ', by virtue of the marriage happened in 1491 between Alvise Mocenigo q. Thomas and Pilgrim Foscari q. Michiel. 'art' Pistori, ""as well gl'inviamenti scattered around the city, Venice had two large"" panaterie, ""or places fixed for the sale of bread. The one lying on the S. Marco at the 'Campanile', and the other in Rialto, next to the ""Beccarie."" The first consisted of nineteen workshops; twenty-five the second. The ""Pistori"" in the last days of the Republic were ascribed to the School of Albanians in San Maurizio , makes known to us as a decree of the Council of Ten, inserted in the ""Catastico of Laws on Biave."" We quote the following passage: ""1780 Sept. 5. X. On the Board of Decree abolishing the Sovegno of Lavoranti Pistori in Church of San Matteo di Rialto. All silver and effects of it should surrender to the heads of the downs of St. Mary and St. Gallen of the Albanians in the church of San Mauritio, composed of all individuals of the Art of Pistori, glue their responsibility, in which they have no voice said Lavoranti neither active nor passive. silvers Of these effects must exist and glue them to a sales intangible capital in the public Mint, whose income should serve as some compensation aggravation that art above is assumed to correspond alli Lavoranti in the case of their disease, ""etc.. etc.. Catastico In the above, the headings' Pistori of Venice,"" and ""Lavoranti Pistori,"" are found different news related to the art of which we are speaking. prestinaio Other shops named it from other routes of Venice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
